timestamp_created,voted_up,written_during_early_access,votes_up
1768082247,1,1,1
1768070010,0,1,5
1768061423,1,1,1
1768047753,0,1,9
1767999593,1,1,3
1767883088,0,1,3
1767879172,0,1,2
1767580375,1,1,0
1767539139,0,1,2
1767457860,0,1,14
1767447035,0,1,3
1767440075,0,1,2
1767434803,1,1,0
1767370880,1,1,0
1767355502,0,1,8
1767300504,0,1,2
1767209144,0,1,0
1767191599,0,1,1
1767035987,1,1,5
1766934483,0,1,32
1766909467,0,1,14
1766886288,0,1,18
1766842152,0,1,3
1766685794,0,1,49
1766371334,1,1,14
1766321780,0,1,1
1766312365,0,1,3
1766312365,0,1,2
1766228623,1,1,6
1766208213,0,1,2
1766155495,1,1,7
1766152164,0,1,34
1765974989,0,1,0
1765906022,0,1,1
1765862030,1,1,3
1765813140,0,1,0
1765715354,0,1,0
1765714542,0,1,2
1765633183,0,1,0
1765598968,0,1,1
1765574400,0,1,2
1765544307,0,1,5
1765407466,0,1,0
1765287895,0,1,1
1765283276,0,1,0
1764771690,0,1,14
1764326891,0,1,13
1764268833,0,1,1
1764043060,0,1,1
1763832299,1,1,0
1763811922,0,1,1
1763632288,0,1,18
1763371653,0,1,3
1763043758,0,1,2
1762924728,0,1,0
1762878532,1,1,5
1762868299,1,1,0
1762614358,0,1,5
1762612552,0,1,1
1762597740,0,1,4
1762516533,0,1,5
1762468496,1,1,0
1762436625,1,1,0
1762337442,0,1,1
1762265041,0,1,8
1762186889,0,1,0
1762146675,0,1,1
1762033951,0,1,6
1761991588,0,1,0
1761802003,0,1,1
1761796287,0,1,5
1761740216,1,1,11
1761667560,0,1,0
1761490377,1,1,12
1761479566,0,1,1
1761420634,0,1,0
1761312735,0,1,0
1761136436,0,1,1
1760854931,0,1,2
1760788779,1,1,0
1760729073,0,1,49
1760711575,0,1,2
1760554886,1,1,0
1760440416,0,1,0
1760271133,0,1,5
1760112303,1,1,5
1760107742,0,1,8
1760001900,0,1,28
1759927613,1,1,0
1759916112,0,1,2
1759729887,0,1,0
1759674308,0,1,14
1759658639,0,1,0
1759516416,0,1,4
1759261754,0,1,0
1759254829,0,1,0
1759231605,0,1,0
1759231301,0,1,1
1759201837,1,1,8
1759186955,1,1,4
1759063337,0,1,1
1759045980,0,1,0
1758946036,0,1,0
1758862174,0,1,13
1758834293,1,1,1
1758657408,0,1,0
1758643134,0,1,1
1758624969,0,1,3
1758620811,0,1,3
1758608723,0,1,1
1758527947,0,1,4
1758517583,0,1,1
1758510382,1,1,0
1758484398,1,1,2
1758379914,0,1,0
1758375112,1,1,0
1758324741,0,1,32
1758204229,0,1,0
1758185851,1,1,0
1758116904,0,1,13
1758087446,0,1,0
1758059982,0,1,0
1757892218,0,1,0
1757768061,0,1,0
1757761916,0,1,0
1757692733,0,1,0
1757654582,1,1,1
1757618190,0,1,4
1757294352,0,1,23
1757261829,0,1,11
1757251763,0,1,1
1757180547,0,1,1
1757168860,0,1,3
1756986589,0,1,2
1756953145,0,1,24
1756727045,0,1,2
1756705748,0,1,1
1756640923,0,1,6
1756480403,0,1,5
1756369815,0,1,1
1756307989,0,1,1
1756305532,0,1,0
1756136048,0,1,0
1756056931,1,1,8
1755999217,0,1,0
1755944195,0,1,0
1755927369,1,1,1
1755876986,0,1,0
1755860645,0,1,0
1755832665,1,1,1
1755819427,0,1,0
1755787837,0,1,3
1755758089,0,1,0
1755696501,0,1,6
1755685734,0,1,0
1755675457,0,1,6
1755612209,1,1,2
1755574157,1,1,1
1755544726,1,1,1
1755341969,0,1,1
1755339659,0,1,3
1755336473,0,1,1
1755269725,0,1,1
1755237965,0,1,1
1755233354,0,1,0
1755175777,0,1,1
1755154554,0,1,1
1755118781,0,1,0
1755115247,0,1,20
1755089417,0,1,0
1755073173,0,1,0
1755067428,0,1,1
1755018811,0,1,0
1754985634,0,1,1
1754905375,0,1,21
1754833911,0,1,0
1754812284,0,1,8
1754589161,0,1,1
1754561029,0,1,1
1754538893,0,1,0
1754481524,0,1,14
1754465176,0,1,0
1754350596,0,1,1
1754321002,0,1,2
1754313531,0,1,1
1754309035,0,1,0
1754242995,0,1,1
1754234440,1,1,17
1754116962,0,1,0
1754091445,1,1,8
1754064349,1,1,2
1754054671,0,1,0
1754032515,0,1,0
1754031617,0,1,0
1753941018,0,1,0
1753930748,0,1,0
1753921411,1,1,0
1753910789,0,1,3
1753873293,0,1,0
1753823936,0,1,3
1753769594,0,1,0
1753675352,1,1,4
1753625104,0,1,0
1753614068,0,1,1
1753603442,0,1,1
1753546217,0,1,1
1753492151,0,1,4
1753467269,0,1,34
1753455921,0,1,1
1753426702,0,1,1
1753421185,0,1,0
1753417379,0,1,29
1753407165,0,1,2
1753360807,0,1,13
1753271118,0,1,3
1753260154,0,1,8
1753211688,0,1,3
1753189376,0,1,4
1753183095,0,1,2
1753183085,0,1,25
1753122129,1,1,6
1753088009,0,1,3
1753074178,0,1,4
1753020378,0,1,2
1752964125,0,1,1
1752948832,0,1,0
1752832013,0,1,2
1752828605,0,1,0
1752771964,0,1,2
1752736947,0,1,0
1752694680,0,1,80
1752593873,0,1,1
1752418909,1,1,0
1752396527,0,1,1
1752385833,0,1,2
1752322851,0,1,1
1752314396,0,1,1
1752253045,0,1,1
1752228591,0,1,3
1752196270,0,1,0
1752179495,0,1,1
1752125837,1,1,7
1752125564,0,1,2
1752119143,0,1,0
1752115351,0,1,21
1752105704,0,1,0
1752083335,0,1,0
1752076156,1,1,5
1752064785,0,1,0
1752064760,0,1,0
1752060994,0,1,0
1751907702,0,1,0
1751888001,0,1,1
1751868498,0,1,1
1751858448,0,1,1
1751820247,0,1,0
1751812399,0,1,1
1751794460,0,1,1
1751765722,0,1,7
1751731390,0,1,1
1751724777,0,1,1
1751700986,0,1,1
1751682738,1,1,11
1751677577,0,1,0
1751667952,0,1,25
1751594357,0,1,2
1751579410,0,1,0
1751556596,0,1,0
1751546862,0,1,35
1751544923,0,1,0
1751476291,0,1,2
1751467062,1,1,0
1751465140,0,1,15
1751451525,0,1,1
1751444086,1,1,0
1751442208,0,1,0
1751430024,0,1,0
1751429192,0,1,0
1751387399,0,1,0
1751383401,0,1,0
1751380253,0,1,7
1751356337,0,1,3
1751350743,1,1,0
1751299277,0,1,1
1751295868,0,1,31
1751284001,1,1,6
1751274558,0,1,0
1751252342,0,1,1
1751251560,0,1,3
1751209820,0,1,1
1751204539,0,1,2
1751180113,0,1,4
1751167653,0,1,2
1751110125,0,1,1
1751082282,0,1,12
1751078657,1,1,1
1751062071,0,1,0
1751035709,0,1,0
1751012943,0,1,2
1751008446,0,1,0
1750989744,0,1,0
1750855900,0,1,0
1750850742,0,1,4
1750850730,0,1,0
1750839938,0,1,0
1750822585,0,1,1
1750751740,0,1,1
1750694984,1,1,1
1750675279,0,1,0
1750608485,0,1,1
1750603230,1,1,17
1750530087,0,1,1
1750515634,0,1,2
1750487152,0,1,1
1750338279,0,1,3
1750338079,0,1,0
1750233282,0,1,3
1750168832,0,1,2
1750162231,0,1,3
1750158295,0,1,1
1750087217,0,1,1
1749973502,1,1,1
1749876716,0,1,8
1749730338,1,1,0
1749590657,1,1,1
1749567027,1,1,0
1749540199,0,1,1
1749532966,0,1,0
1749476944,0,1,0
1749459071,0,1,3
1749454758,1,1,3
1749387541,0,1,11
1749349538,0,1,0
1749224962,0,1,8
1749208792,1,1,4
1749162776,1,1,1
1749020636,1,1,5
1748964880,0,1,53
1748782077,0,1,2
1748631728,0,1,13
1748623725,0,1,20
1748576500,0,1,0
1748490244,0,1,15
1748371827,1,1,1
1748290914,1,1,16
1748233790,1,1,1
1748184375,0,1,2
1748086346,1,1,0
1748084748,0,1,0
1748001222,0,1,4
1747735957,0,1,0
1747644085,0,1,10
1747621587,0,1,2
1747334958,1,1,0
1747241602,1,1,0
1747239405,0,1,1
1747143992,1,1,0
1747126283,0,1,2
1747074317,0,1,0
1747033401,1,1,1
1746911230,0,1,26
1746882604,0,1,2
1746881462,0,1,18
1746863068,0,1,2
1746814674,1,1,29
1746551171,0,1,9
1746359844,0,1,2
1746318384,0,1,2
1746292634,0,1,41
1746190412,0,1,2
1746102859,0,1,11
1746093711,0,1,2
1746081907,0,1,6
1746078709,0,1,0
1746076154,0,1,0
1746044050,0,1,2
1746038787,0,1,0
1746017523,0,1,0
1745930779,0,1,0
1745927002,0,1,0
1745884298,0,1,2
1745731411,0,1,2
1745671360,0,1,5
1745664013,0,1,0
1745660298,0,1,1
1745658508,0,1,1
1745511067,0,1,0
1745497702,1,1,6
1745315465,0,1,0
1745311209,0,1,0
1745308328,0,1,0
1745285836,0,1,0
1745150030,0,1,4
1745140582,0,1,6
1745138398,0,1,2
1745112648,0,1,0
1745005255,0,1,1
1744943980,0,1,0
1744885740,1,1,7
1744840404,0,1,5
1744799350,1,1,2
1744710921,0,1,1
1744697082,0,1,8
1744556460,0,1,41
1744542433,0,1,0
1744486054,0,1,5
1744210805,0,1,1
1744194508,1,1,4
1744095291,0,1,1
1743994784,0,1,1
1743953739,0,1,1
1743785975,0,1,1
1743781753,0,1,0
1743744191,0,1,0
1743672463,0,1,6
1743529731,0,1,0
1743447921,1,1,0
1743412221,0,1,0
1743401905,0,1,1
1743320242,0,1,2
1743262430,0,1,0
1743198295,0,1,0
1743167801,1,1,9
1743095753,0,1,6
1743086533,0,1,1
1742907718,0,1,1
1742906597,0,1,0
1742812418,0,1,0
1742811439,1,1,3
1742796658,0,1,0
1742736688,0,1,1
1742718738,0,1,3
1742678547,1,1,5
1742568952,0,1,4
1742560745,0,1,9
1742484899,0,1,22
1742457932,0,1,2
1742450018,0,1,0
1742414549,1,1,16
1742400119,0,1,5
1742389067,0,1,1
1742349112,0,1,10
1742295468,0,1,3
1742267342,0,1,1
1742219585,0,1,3
1742219279,0,1,0
1742133072,0,1,1
1742113257,0,1,3
1742084669,0,1,36
1742029625,0,1,1
1742016982,1,1,10
1741966367,1,1,2
1741949983,0,1,2
1741927644,1,1,8
1741926894,0,1,2
1741864566,0,1,1
1741856628,0,1,3
1741715488,1,1,2
1741701545,1,1,3
1741687226,0,1,2
1741674964,0,1,6
1741674191,0,1,0
1741584024,1,1,1
1741581143,0,1,0
1741542139,0,1,0
1741539348,1,1,3
1741516267,0,1,1
1741502810,0,1,1
1741449655,1,1,0
1741419652,0,1,0
1741418737,0,1,8
1741415650,1,1,7
1741276310,0,1,0
1741188078,1,1,14
1741148588,0,1,0
1741122384,1,1,0
1741087711,1,1,0
1741077513,0,1,0
1741057696,1,1,0
1741007229,0,1,3
1740995314,0,1,1
1740943606,0,1,33
1740841244,1,1,0
1740817351,1,1,4
1740794274,0,1,9
1740774239,1,1,5
1740744261,0,1,0
1740654924,0,1,6
1740486869,0,1,2
1740455914,0,1,1
1740451057,0,1,1
1740437750,1,1,10
1740411928,0,1,0
1740401715,0,1,0
1740367687,1,1,8
1740065334,0,1,1
1740046810,0,1,18
1739961239,0,1,56
1739948655,0,1,0
1739715549,1,1,1
1739702282,0,1,5
1739695156,1,1,1
1739688757,0,1,0
1739646925,0,1,0
1739632942,0,1,0
1739549517,0,1,0
1739549139,0,1,11
1739522536,0,1,1
1739447438,1,1,0
1739250843,1,1,0
1739220857,0,1,0
1739178096,0,1,0
1739150992,0,1,60
1739087651,0,1,0
1739081095,1,1,3
1739067716,1,1,0
1739024452,0,1,4
1739020015,0,1,0
1738935046,0,1,1
1738931189,0,1,0
1738843690,1,1,0
1738842874,0,1,1
1738824478,0,1,1
1738726451,0,1,7
1738679352,0,1,4
1738648571,0,1,4
1738646581,0,1,1
1738613697,0,1,0
1738578518,1,1,1
1738488218,0,1,0
1738448133,0,1,9
1738404168,0,1,0
1738403394,0,1,0
1738396846,0,1,13
1738324324,1,1,0
1738319693,0,1,0
1738175233,0,1,5
1738146136,0,1,0
1738111063,0,1,4
1738098963,1,1,2
1738036065,0,1,0
1737980554,0,1,1
1737936447,1,1,0
1737875709,0,1,0
1737860453,0,1,30
1737827206,0,1,0
1737816240,0,1,0
1737810364,0,1,0
1737762345,1,1,30
1737735965,1,1,6
1737687363,1,1,2
1737547716,0,1,7
1737495901,1,1,29
1737491148,0,1,15
1737462677,0,1,0
1737453827,0,1,0
1737407544,1,1,0
1737354892,0,1,2
1737304548,0,1,3
1737284396,0,1,1
1737103556,1,1,4
1737081236,0,1,0
1736964141,1,1,3
1736911613,0,1,1
1736790649,0,1,0
1736772473,1,1,6
1736740786,0,1,0
1736696829,0,1,2
1736669420,0,1,11
1736617765,1,1,3
1736602449,1,1,1
1736591393,0,1,65
1736530994,0,1,0
1736458095,0,1,2
1736398585,0,1,1
1736376597,0,1,25
1736358732,0,1,0
1736340356,1,1,1
1736269718,0,1,1
1736221502,0,1,0
1736199701,0,1,1
1736174084,0,1,0
1736156536,0,1,0
1736143228,0,1,0
1736109426,0,1,14
1736049975,0,1,0
1736049441,0,1,0
1736048725,0,1,6
1736023355,0,1,3
1736005605,0,1,1
1735922807,0,1,0
1735910971,0,1,1
1735905893,0,1,2
1735901612,0,1,7
1735894409,0,1,2
1735833258,0,1,1
1735818035,0,1,0
1735747759,0,1,6
1735705394,0,1,6
1735700139,0,1,5
1735553747,0,1,1
1735494717,0,1,1
1735459520,0,1,0
1735397450,0,1,0
1735234976,0,1,1
1735230143,0,1,0
1735226694,1,1,2
1735204652,0,1,0
1735190514,0,1,15
1735179086,1,1,0
1735136611,0,1,0
1735132794,0,1,0
1735101860,0,1,13
1735099510,0,1,0
1735026376,0,1,1
1734971245,1,1,0
1734927332,1,1,0
1734888800,0,1,2
1734875233,0,1,1
1734875206,0,1,1
1734859903,1,1,18
1734795812,0,1,2
1734786969,0,1,1
1734727873,1,1,16
1734687557,1,1,5
1734668109,1,1,2
1734600601,0,1,0
1734421012,0,1,0
1734415097,0,1,1
1734382501,0,1,0
1734278372,0,1,1
1734277921,1,1,0
1734270333,0,1,0
1734269065,0,1,0
1734258322,1,1,3
1734251144,0,1,8
1734211545,0,1,2
1734169303,0,1,0
1734149628,0,1,0
1734028220,0,1,34
1734018229,0,1,0
1733966159,0,1,1
1733920814,0,1,0
1733919659,0,1,1
1733901774,0,1,11
1733893441,0,1,8
1733841641,0,1,0
1733817094,1,1,0
1733798696,0,1,2
1733739921,0,1,1
1733673898,0,1,1
1733670405,1,1,1
1733664742,0,1,2
1733590176,0,1,2
1733586846,0,1,0
1733510510,0,1,1
1733494627,0,1,0
1733494267,1,1,5
1733479162,0,1,6
1733460342,0,1,1
1733418783,0,1,0
1733366806,1,1,0
1733330220,0,1,1
1733251914,0,1,2
1733241752,0,1,0
1733239213,0,1,0
1733230036,0,1,0
1733211587,0,1,3
1733203169,0,1,5
1733157299,0,1,0
1733148009,0,1,24
1733141525,1,1,7
1733135939,0,1,1
1733111042,0,1,0
1733066591,0,1,8
1733056846,0,1,0
1733056278,0,1,0
1733055438,0,1,0
1733047688,1,1,2
1733036837,0,1,0
1733033347,1,1,5
1733005653,1,1,17
1732979230,0,1,2
1732963071,0,1,0
1732944237,0,1,1
1732919904,0,1,33
1732888006,0,1,0
1732880973,0,1,1
1732866742,0,1,0
1732843024,0,1,1
1732760533,0,1,9
1732757737,0,1,1
1732703380,0,1,0
1732660602,1,1,0
1732651273,0,1,4
1732637239,0,1,0
1732625510,0,1,0
1732549102,0,1,0
1732548261,0,1,1
1732458479,0,1,0
1732431884,0,1,0
1732339158,0,1,3
1732327135,0,1,0
1732207221,1,1,1
1732184018,0,1,0
1732129175,0,1,1
1732123966,0,1,0
1732119464,0,1,1
1732117963,1,1,0
1732103703,0,1,1
1732096535,0,1,1
1731997828,0,1,0
1731991777,0,1,0
1731937832,0,1,1
1731929566,0,1,1
1731887643,0,1,1
1731874548,0,1,12
1731856193,0,1,1
1731852726,0,1,1
1731847815,0,1,2
1731806744,0,1,1
1731798418,0,1,1
1731765517,0,1,0
1731742158,0,1,0
1731677478,0,1,0
1731649002,0,1,31
1731633727,0,1,13
1731605460,0,1,2
1731498329,0,1,0
1731402100,0,1,1
1731340332,0,1,3
1731312381,0,1,3
1731203486,0,1,6
1731131705,0,1,1
1730948576,1,1,2
1730897611,0,1,0
1730888662,0,1,0
1730818791,0,1,97
1730806962,1,1,0
1730762746,0,1,0
1730755382,0,1,10
1730745644,0,1,17
1730732119,0,1,0
1730644941,1,1,3
1730629843,0,1,2
1730626471,0,1,0
1730612237,0,1,0
1730605319,1,1,0
1730548562,1,1,0
1730536263,0,1,2
1730484388,0,1,0
1730456213,0,1,0
1730448177,0,1,0
1730379332,0,1,0
1730366237,0,1,1
1730358449,1,1,6
1730297556,1,1,2
1730212999,0,1,0
1730199695,0,1,0
1730182465,0,1,0
1730172473,0,1,1
1730102386,0,1,2
1730034991,0,1,1
1730025169,1,1,0
1729932938,0,1,0
1729925977,0,1,0
1729862669,0,1,3
1729851717,0,1,4
1729787290,1,1,25
1729782580,0,1,0
1729763141,0,1,10
1729762546,0,1,0
1729690762,0,1,13
1729685885,0,1,2
1729676670,0,1,0
1729624777,0,1,10
1729583695,0,1,0
1729579000,0,1,3
1729559638,1,1,1
1729503268,1,1,0
1729494683,0,1,2
1729473777,0,1,4
1729423778,0,1,2
1729241785,0,1,5
1729236026,0,1,2
1729198910,0,1,3
1729100874,0,1,2
1729095897,0,1,27
1729089366,0,1,1
1729086970,0,1,0
1728985261,0,1,9
1728962895,0,1,0
1728949252,1,1,4
1728917322,0,1,1
1728915583,1,1,0
1728907895,1,1,2
1728897562,0,1,0
1728753427,0,1,0
1728740193,0,1,1
1728726010,1,1,10
1728710375,0,1,0
1728672489,0,1,0
1728661329,0,1,0
1728633682,0,1,8
1728614540,0,1,0
1728487150,0,1,0
1728385993,0,1,1
1728358292,0,1,0
1728317119,0,1,0
1728292340,0,1,2
1728208513,1,1,7
1728142377,0,1,0
1728114992,0,1,2
1728107692,0,1,1
1728101134,0,1,1
1728048174,1,1,0
1728042163,0,1,0
1728041590,0,1,3
1728035613,0,1,0
1728021913,0,1,0
1728019212,1,1,18
1728018052,1,1,0
1727966045,0,1,1
1727957087,0,1,1
1727893053,1,1,3
1727859837,0,1,4
1727780980,0,1,8
1727772567,1,1,5
1727707305,0,1,0
1727631670,0,1,0
1727619774,0,1,0
1727594918,0,1,4
1727546450,0,1,12
1727529468,0,1,2
1727500268,0,1,1
1727466612,0,1,6
1727466438,0,1,0
1727457944,0,1,4
1727455173,0,1,0
1727449815,0,1,0
1727431870,0,1,9
1727322456,0,1,2
1727229766,1,1,0
1727194091,0,1,2
1727154425,0,1,5
1727084616,1,1,6
1727063177,0,1,7
1727016257,0,1,2
1727014616,0,1,7
1727014163,0,1,1
1726996221,1,1,78
1726985659,0,1,1
1726983284,1,1,6
1726983144,0,1,0
1726929501,0,1,0
1726928875,0,1,0
1726905909,0,1,0
1726903421,1,1,0
1726888385,0,1,3
1726778372,1,1,4
1726776650,1,1,4
1726729816,1,1,67
1726662565,0,1,2
1726660845,0,1,1
1726660835,1,1,0
1726659503,0,1,1
1726653241,1,1,0
1726638951,1,1,4
1726621924,0,1,0
1726595949,0,1,4
1726589358,1,1,1
1726581552,0,1,3
1726575309,0,1,4
1726566040,0,1,2
1726564937,0,1,0
1726549381,0,1,1
1726513193,1,1,9
1726501210,0,1,1
1726499800,0,1,0
1726494195,1,1,1
1726494039,1,1,0
1726476123,0,1,0
1726471455,0,1,0
1726454422,0,1,0
1726420957,0,1,0
1726416130,0,1,18
1726407411,0,1,0
1726309817,0,1,1
1726289326,0,1,2
1726213857,0,1,0
1726127599,0,1,4
1726109873,0,1,2
1726080211,0,1,3
1726068855,0,1,1
1726048747,0,1,0
1725993835,0,1,2
1725982711,0,1,2
1725968721,0,1,0
1725966987,0,1,0
1725965733,0,1,0
1725963221,0,1,0
1725958574,0,1,0
1725957377,0,1,0
1725928554,0,1,0
1725885848,0,1,1
1725851433,1,1,0
1725850390,0,1,0
1725809658,0,1,1
1725804729,0,1,0
1725793656,0,1,0
1725766746,0,1,4
1725747681,0,1,2
1725701631,0,1,1
1725627354,0,1,1
1725622330,0,1,3
1725621206,0,1,1
1725618234,0,1,5
1725599168,0,1,1
1725591477,0,1,14
1725548429,0,1,0
1725529341,0,1,0
1725512204,0,1,1
1725499275,0,1,0
1725491830,0,1,0
1725482155,0,1,0
1725464418,0,1,0
1725462874,0,1,0
1725445631,0,1,0
1725437681,0,1,0
1725424774,0,1,0
1725372204,0,1,1
1725366743,0,1,0
1725351359,0,1,2
1725290699,0,1,2
1725290370,0,1,0
1725285044,1,1,0
1725283630,0,1,1
1725283015,0,1,0
1725273695,0,1,2
1725201889,0,1,2
1725182700,0,1,2
1725174009,1,1,16
1725132995,0,1,3
1725104926,1,1,1
1725101127,0,1,1
1725090882,0,1,1
1725032246,0,1,0
1725030387,1,1,3
1725018547,0,1,0
1725005174,0,1,0
1725002708,0,1,0
1724996363,0,1,1
1724985114,0,1,0
1724926726,0,1,1
1724908413,0,1,0
1724862825,0,1,4
1724848265,0,1,0
1724845593,0,1,0
1724829448,0,1,0
1724776148,0,1,0
1724774801,0,1,2
1724756074,0,1,1
1724747395,0,1,1
1724726770,0,1,2
1724675112,0,1,0
1724632134,0,1,0
1724601647,0,1,1
1724599260,1,1,0
1724575373,0,1,1
1724569647,0,1,0
1724557631,0,1,0
1724522360,0,1,0
1724512929,0,1,1
1724444881,0,1,3
1724416769,0,1,0
1724408572,0,1,0
1724396206,0,1,11
1724386741,0,1,14
1724333761,0,1,1
1724293056,0,1,0
1724262110,0,1,0
1724258213,1,1,2
1724243012,0,1,1
1724241930,0,1,1
1724150672,0,1,0
1724137676,0,1,1
1724122671,0,1,1
1724120842,0,1,37
1724090229,0,1,1
1724053990,0,1,1
1724033101,0,1,9
1724008089,0,1,0
1724000546,0,1,0
1723994776,0,1,38
1723991934,0,1,0
1723990305,0,1,0
1723986718,0,1,0
1723970085,0,1,1
1723903290,0,1,2
1723893022,0,1,2
1723862528,0,1,2
1723859203,0,1,2
1723802018,0,1,2
1723789695,0,1,1
1723783105,0,1,11
1723764209,1,1,19
1723714079,0,1,1
1723707994,0,1,1
1723699785,0,1,1
1723676671,0,1,15
1723607322,0,1,0
1723585686,1,1,0
1723576724,0,1,0
1723534062,0,1,0
1723523164,0,1,4
1723522585,0,1,0
1723459439,0,1,0
1723392909,0,1,0
1723359634,0,1,0
1723341109,0,1,0
1723271507,0,1,0
1723123031,0,1,1
1723121611,0,1,6
1723106652,0,1,3
1723037697,1,1,77
1723035241,0,1,18
1723021513,0,1,0
1723000134,0,1,0
1722998911,1,1,0
1722961425,0,1,0
1722940209,0,1,0
1722932985,1,1,1
1722930024,0,1,0
1722868176,1,1,0
1722825440,0,1,56
1722786217,0,1,1
1722681337,1,1,10
1722617496,0,1,0
1722616378,1,1,0
1722613851,0,1,10
1722599832,0,1,12
1722593030,0,1,0
1722527616,0,1,6
1722519824,0,1,0
1722516452,0,1,1
1722514319,0,1,2
1722510423,0,1,1
1722415150,0,1,2
1722403211,0,1,0
1722347286,0,1,1
1722305965,0,1,5
1722261904,1,1,0
1722246451,0,1,3
1722241323,0,1,0
1722228432,0,1,0
1722225812,0,1,1
1722215385,0,1,0
1722189648,1,1,1
1722188929,0,1,0
1722175709,0,1,0
1722145539,0,1,0
1722103961,0,1,38
1722099680,0,1,0
1722099019,0,1,0
1722098881,0,1,0
1722093829,0,1,0
1722093275,0,1,0
1722092535,0,1,3
1722081858,0,1,0
1722080277,1,1,2
1722017173,0,1,0
1722014479,0,1,0
1721970275,1,1,2
1721961248,0,1,18
1721917748,0,1,1
1721914103,0,1,0
1721913452,0,1,0
1721904685,0,1,9
1721901269,1,1,1
1721899287,0,1,0
1721840741,0,1,1
1721838591,0,1,0
1721828522,0,1,5
1721810228,0,1,0
1721745749,1,1,11
1721745646,1,1,11
1721744347,0,1,2
1721735781,0,1,1
1721718367,1,1,7
1721647641,0,1,2
1721626533,1,1,4
1721608281,1,1,1
1721589869,0,1,44
1721582776,0,1,1
1721580020,0,1,2
1721577846,0,1,0
1721575535,0,1,0
1721575008,0,1,7
1721566026,0,1,0
1721565237,1,1,0
1721564900,0,1,0
1721556508,0,1,0
1721514647,0,1,0
1721495347,0,1,2
1721485678,0,1,4
1721471709,0,1,1
1721467082,0,1,37
1721461116,0,1,3
1721448046,0,1,2
1721413223,0,1,1
1721395899,0,1,0
1721359325,0,1,102
1721317996,0,1,58
1721303017,0,1,0
1721274013,0,1,1
1721268204,0,1,0
1721239360,0,1,0
1721236344,0,1,0
1721233891,0,1,1
1721229451,0,1,0
1721228570,0,1,0
1721225234,0,1,0
1721203351,0,1,1
1721142354,0,1,0
1721133452,0,1,0
1721131605,0,1,0
1721029803,0,1,5
