cutoff,spec,tau,tau_bc,se,p,ci_lo,ci_hi,h,n_left,n_right
0.4,raw,0.72809822335802,0.9732055266003479,0.5811695830239008,0.09401985316528211,-0.1658659250366583,2.112276978237354,0.04479777777051002,54,68
0.4,leaner [primary],0.9641305963930651,1.1320098165269503,0.5213928265247364,0.02992160644922734,0.11009865474092684,2.153920978312974,0.05027965662014308,58,72
0.4,with_reviews [bad control],0.36022294202508576,0.4345015122202545,0.3607447501447543,0.22841302162662358,-0.2725452056753644,1.1415482301158735,0.06363971557241806,68,89
0.4,minimal,0.9121871172010296,1.1194236628014942,0.5603007790226412,0.045727747205420534,0.021254315407382096,2.217593010195606,0.04631371768035665,56,69
0.7,raw,1.9774302210152843,2.244348490517816,1.0128038214312707,0.026693177677958306,0.25928947710798944,4.229407503927643,0.03970091815598935,70,86
0.7,leaner [primary],1.6012427049726778,1.7958772930991111,0.9632153558772297,0.062257018610715524,-0.09199011377619026,3.6837446999744126,0.04254377091199091,75,92
0.7,with_reviews [bad control],0.7557120233877404,0.8389004327393887,0.5717950317279562,0.14233936850993165,-0.281797235986343,1.9595981014651205,0.057254524372264394,90,141
0.7,minimal,1.9365250243751329,2.200069995314194,1.0013762935691788,0.02801714578009032,0.2374085249463953,4.1627314656819925,0.04153293658767024,74,91
