cutoff,tau,tau_bc,se,p,ci_lo,ci_hi,h,n_left,n_right
0.6,3.3108244552887705,3.6775000149768347,0.9026760774890235,4.6212992596377424e-05,1.9082874133924617,5.446712616561207,0.03449349161752093,36,39
0.65,0.907109923795881,1.106862612328491,0.6524203849099762,0.08978211519000369,-0.1718578448748218,2.385583069531804,0.06418403524087715,64,108
0.75,0.32260554759778803,0.3591007661180514,0.742768260273128,0.6287672212953256,-1.0966982728767525,1.8148998051128553,0.035686605257323846,96,112
0.8,0.055537607392212696,0.2651774347868955,0.4726997603219087,0.5748078209260308,-0.6612970709447612,1.1916519405185522,0.05924160321798092,215,215
