cutoff,tau,tau_bc,se,p,ci_lo,ci_hi,h,n_left,n_right
0.3,-0.2821900669211304,-0.587648448541852,0.9089079121783706,0.517927473688599,-2.3690752216749527,1.1937783245912488,0.020422379072238563,6,10
0.35,0.034942192350795154,0.09014619984546418,0.455569362850933,0.843142156648266,-0.8027533438022243,0.9830457434931525,0.05013352192063,32,59
0.45,0.7635471379776889,0.8855151634394616,0.5710795671631107,0.12099791370267075,-0.23378022050695835,2.0048105473858815,0.06365230970368459,88,165
0.5,-1.063235404440591,-1.1012636353841794,0.42525163879610034,0.009606651638301367,-1.934741531791172,-0.2677857389771867,0.091410019818137,182,217
