covariate,tau,p
log_price,1.3601747822069443,0.3361449221122379
log_total_reviews,0.49977942128106356,0.3544159932483144
months_since_release,12.423611568865766,0.2714335662968559
has_multiplayer,-0.2604886316042464,0.1955480092563201
plat_mac_i,0.05476665810808322,0.49293326735199594
dlc_count_f,0.48433672108723114,0.4332460809366885
achievements_f,1.5757859795393063,0.7686401647297203
langs_f,-0.45508871211741564,0.8322041501388477
