covariate,tau,robust_se,p_value
log_price,1.3601747822069452,1.7956392115949036,0.33614492211222846
log_total_reviews,0.4997794212810689,0.7036189973172988,0.35441599324834194
months_since_release,12.42361156886588,10.757676279265732,0.27143356629682747
has_multiplayer,-0.26048863160424185,0.22533686980753884,0.19554800925631977
platform_mac_i,0.05476665810808419,0.09336471010879516,0.49293326735201104
dlc_count_f,0.48433672108723136,1.1981387003608388,0.4332460809366867
achievements_f,1.5757859795383737,7.683918070128015,0.7686401647280561
