outcome,cutoff,hole,adjusted,tau_conv,tau_bc,se_robust,p_robust,ci_lo,ci_hi,h,n_left,n_right
y_log_ccu,0.4,0.005,False,0.5347975751030866,0.8047878330855562,0.8975543621168893,0.36990825746592715,-0.9543863908303687,2.563962057001481,0.044481764815665154,48,62
y_log_ccu,0.4,0.005,True,0.4215787263127911,0.43818053359724285,0.7308298683749557,0.5487957011641458,-0.9942196872438185,1.8705807544383042,0.05813455941775624,58,74
y_log_ccu,0.7,0.005,False,1.545883543223372,1.6571633617197126,1.212743535564957,0.17179518877136513,-0.7197702904713732,4.034097013910799,0.038596344858857344,64,73
y_log_ccu,0.7,0.005,True,0.9124738373054226,0.8162665510751799,1.1085498571905867,0.461525483451116,-1.3564512440853904,2.98898434623575,0.040857656355979266,67,81
