cutoff,tau_conv,tau_bc,se_robust,p_robust,ci_lo,ci_hi,h,n_left,n_right
0.6,3.560288311100491,3.997419022737942,1.1610396138753434,0.0005753732806948129,1.7218231949179783,6.273014850557906,0.03761110227663408,39,41
0.65,1.289626469375845,1.5512396319241812,0.7558516345808872,0.04013983212565547,0.06979765048991271,3.0326816133584495,0.0724259132337957,69,121
0.75,0.5924341420074404,0.5617729883982028,0.8373054095445474,0.5022653749695052,-1.07931545836967,2.2028614351660756,0.03393334342767214,94,107
0.8,-0.27080443937789944,-0.6023880689283487,0.7184051941128726,0.40174579538811694,-2.0104363756960852,0.805660237839388,0.03812058126560851,146,167
